condition,timestep,active_neurons,motor_spikes,locomotion_drive,left_drive,right_drive,turn_bias,endocrine_drive,action
ascending,50,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,51,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,52,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,53,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,54,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,55,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,56,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,57,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,58,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,59,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,60,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,61,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,62,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,63,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,64,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,65,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,66,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,67,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,68,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,69,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,70,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,71,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
