scenario,step,x,y,heading,target_x,target_y,distance_to_target,heading_error,abs_heading_error,left_drive,right_drive,turn_bias,requested_action,action,collision
left,16,22.66654992066059,11.885937941004979,0.35,15.0,20.0,11.163063682663617,1.9778437371126651,1.9778437371126651,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,17,23.13623627708428,12.057386844732704,0.35,15.0,20.0,11.370287792785518,2.0182360087231594,2.0182360087231594,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,walk_forward,False
left,18,23.63623627708428,12.057386844732704,0.0,15.0,20.0,11.733272381047481,2.3980079370308194,2.3980079370308194,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,turn_right,False
left,19,24.10592263350797,12.22883574846043,0.35,15.0,20.0,11.971166226890315,2.085117228803333,2.085117228803333,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,20,24.57560898993166,12.400284652188155,0.35,15.0,20.0,12.224891038198537,2.1207335420187863,2.1207335420187863,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,walk_forward,False
left,21,25.07560898993166,12.400284652188155,0.0,15.0,20.0,12.620363302447302,2.4953652423843855,2.4953652423843855,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,turn_right,False
left,22,25.54529534635535,12.57173355591588,0.35,15.0,20.0,12.898930045014195,2.1779096028960523,2.1779096028960523,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,23,26.01498170277904,12.743182459643606,0.35,15.0,20.0,13.190573252386768,2.20904665130852,2.20904665130852,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,walk_forward,False
left,24,26.51498170277904,12.743182459643606,0.0,15.0,20.0,13.610885512315512,2.579258020051911,2.579258020051911,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,turn_right,False
left,25,26.98466805920273,12.914631363371331,0.35,15.0,20.0,13.922453706376448,2.257666836256469,2.257666836256469,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,26,27.45435441562642,13.086080267099057,0.35,15.0,20.0,14.244761492669168,2.2848111740479378,2.2848111740479378,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,walk_forward,False
left,27,27.95435441562642,13.086080267099057,0.0,15.0,20.0,14.683922650254488,2.6513390422270877,2.6513390422270877,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,turn_right,False
left,28,28.42404077205011,13.257529170826782,0.35,15.0,20.0,15.02217639131945,2.3261320104092986,2.3261320104092986,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,29,28.8937271284738,13.428978074554507,0.35,15.0,20.0,15.36925446029098,2.349819221470225,2.349819221470225,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,walk_forward,False
left,30,29.3937271284738,13.428978074554507,0.0,15.0,20.0,15.822696034293523,2.713330076919704,2.713330076919704,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,turn_right,False
left,31,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,turn_left,False
left,32,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,33,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,34,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,35,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,36,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,37,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,38,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,39,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,40,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,41,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,42,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,43,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,44,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,45,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,46,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,47,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,48,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,49,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,50,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,51,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,52,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,53,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,54,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,55,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,56,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,57,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,58,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,59,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,60,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,61,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,62,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,63,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,64,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,65,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,66,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,67,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,68,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,69,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,70,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,71,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,72,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,73,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,74,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,75,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,76,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,77,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,78,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,79,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,80,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,81,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,82,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,83,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,84,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,85,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,86,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,87,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,88,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,89,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,90,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,91,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,92,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,93,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,94,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,95,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,96,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
left,97,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.4107142857142857,0.14634146341463414,-0.26437282229965153,turn_left,rest,True
left,98,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.19642857142857142,0.2682926829268293,0.07186411149825786,walk_forward,rest,True
left,99,29.86341348489749,13.600426978282233,0.35,15.0,20.0,16.1825707254234,2.3850231156121886,2.3850231156121886,0.39285714285714285,0.5853658536585366,0.1925087108013937,turn_right,rest,True
right,0,15.46968635642369,9.828551096272275,-0.35,15.0,0.0,9.839767371510645,-1.2685479538457844,1.2685479538457844,0.017857142857142856,0.17073170731707318,0.15287456445993033,turn_right,turn_right,False
right,1,15.852107450065935,9.506442252653429,-0.7,15.0,0.0,9.544555066083085,-0.9601921609326853,0.9601921609326853,0.25,0.5121951219512195,0.2621951219512195,turn_right,turn_right,False
right,2,16.321793806489623,9.334993348925703,-0.35,15.0,0.0,9.428109019912819,-1.3614568329714944,1.3614568329714944,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,3,16.791480162913313,9.163544445197978,-0.35,15.0,0.0,9.337020294142592,-1.4138620022519959,1.4138620022519959,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,4,17.173901256555556,8.841435601579132,-0.7,15.0,0.0,9.104769638498537,-1.1118903008954426,1.1118903008954426,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,5,17.643587612979246,8.669986697851407,-0.35,15.0,0.0,9.064062268564667,-1.516753917274075,1.516753917274075,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,6,18.113273969402936,8.498537794123681,-0.35,15.0,0.0,9.050835290000062,-1.5719447998633904,1.5719447998633904,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,7,18.49569506304518,8.176428950504835,-0.7,15.0,0.0,8.892349203469916,-1.274810683029579,1.274810683029579,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,8,18.96538141946887,8.00498004677711,-0.35,15.0,0.0,8.933305958667743,-1.6807285116422164,1.6807285116422164,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,9,19.43506777589256,7.833531143049385,-0.35,15.0,0.0,9.001890709505707,-1.735965194575317,1.735965194575317,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,10,19.817488869534802,7.511422299430539,-0.7,15.0,0.0,8.923545481952456,-1.4410702507394222,1.4410702507394222,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,11,20.287175225958492,7.339973395702813,-0.35,15.0,0.0,9.045962155548425,-1.8450341852762673,1.8450341852762673,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,12,20.756861582382182,7.168524491975088,-0.35,15.0,0.0,9.193976216564549,-1.8974093547408843,1.8974093547408843,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,13,21.139282676024425,6.846415648356242,-0.7,15.0,0.0,9.195879458006768,-1.601793468611642,1.601793468611642,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,14,21.608969032448115,6.674966744628517,-0.35,15.0,0.0,9.39327699547686,-2.0012262962563807,2.0012262962563807,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,15,22.078655388871805,6.503517840900791,-0.35,15.0,0.0,9.612653453720192,-2.048514238849754,2.048514238849754,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,16,22.46107648251405,6.181408997281945,-0.7,15.0,0.0,9.689039140678625,-1.7497210060483523,1.7497210060483523,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,17,22.93076283893774,6.00996009355422,-0.35,15.0,0.0,9.950709499005084,-2.1431159623247726,2.1431159623247726,0.32142857142857145,0.21951219512195122,-0.10191637630662023,turn_left,turn_left,False
right,18,23.40044919536143,5.8385111898264945,-0.35,15.0,0.0,10.230139764322756,-2.184214308980657,2.184214308980657,0.2857142857142857,0.2682926829268293,-0.017421602787456414,walk_forward,walk_forward,False
right,19,23.78287028900367,5.516402346207649,-0.7,15.0,0.0,10.371571981079276,-1.8807769038137263,1.8807769038137263,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,20,24.25255664542736,5.344953442479923,-0.35,15.0,0.0,10.685426139332021,-2.2677517593796055,2.2677517593796055,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,turn_left,False
right,21,24.72224300185105,5.173504538752198,-0.35,15.0,0.0,11.013044910447398,-2.302572055822729,2.302572055822729,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,walk_forward,False
right,22,25.104664095493295,4.851395695133352,-0.7,15.0,0.0,11.20893735701604,-1.9939796278244344,1.9939796278244344,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,23,25.574350451916985,4.6799467914056265,-0.35,15.0,0.0,11.563684077764524,-2.3749302012081865,2.3749302012081865,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,turn_left,False
right,24,26.044036808340675,4.508497887677901,-0.35,15.0,0.0,11.928843289572539,-2.4040123631567742,2.4040123631567742,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,walk_forward,False
right,25,26.426457901982918,4.186389044059055,-0.7,15.0,0.0,12.169214987582624,-2.090403400609505,2.090403400609505,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,26,26.896144258406608,4.01494014033133,-0.35,15.0,0.0,12.555396949012176,-2.4660974433431706,2.4660974433431706,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,turn_left,False
right,27,27.365830614830298,3.843491236603604,-0.35,15.0,0.0,12.949370319846558,-2.4902431972069596,2.4902431972069596,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,walk_forward,False
right,28,27.74825170847254,3.5213823929847585,-0.7,15.0,0.0,13.22565898472345,-2.1720881773601786,2.1720881773601786,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,29,28.21793806489623,3.3499334892570327,-0.35,15.0,0.0,13.635832980418854,-2.5433804471050108,2.5433804471050108,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,turn_left,False
right,30,28.68762442131992,3.178484585529307,-0.35,15.0,0.0,14.051826449240004,-2.563420679653091,2.563420679653091,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,walk_forward,False
right,31,29.070045514962164,2.8563757419104614,-0.7,15.0,0.0,14.357056215397412,-2.2413034667478033,2.2413034667478033,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,32,29.539731871385854,2.6849268381827356,-0.35,15.0,0.0,14.78555494454596,-2.6089883290070315,2.6089883290070315,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,turn_left,False
right,33,29.539731871385854,2.6849268381827356,-0.35,15.0,0.0,14.78555494454596,-2.6089883290070315,2.6089883290070315,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,rest,True
right,34,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,turn_right,False
right,35,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,rest,True
right,36,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,rest,True
right,37,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,rest,True
right,38,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,rest,True
right,39,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,rest,True
right,40,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.39285714285714285,0.5121951219512195,0.11933797909407667,turn_right,rest,True
right,41,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.32142857142857145,0.1951219512195122,-0.12630662020905925,turn_left,rest,True
right,42,29.922152965028097,2.36281799456389,-0.7,15.0,0.0,15.108062681466865,-2.28455347825858,2.28455347825858,0.2857142857142857,0.2926829268292683,0.006968641114982577,walk_forward,rest,True
